Feature, Handler, Value
INGRESSSPEC_DEFAULTBACKEND_resource, INGRESSSPEC_DEFAULTBACKEND_resource, -
INGRESSSPEC_DEFAULTBACKEND_RESOURCE_kind, INGRESSSPEC_DEFAULTBACKEND_RESOURCE_kind, 
INGRESSSPEC_DEFAULTBACKEND_RESOURCE_name, INGRESSSPEC_DEFAULTBACKEND_RESOURCE_name, 
INGRESSSPEC_DEFAULTBACKEND_RESOURCE_apiGroup, INGRESSSPEC_DEFAULTBACKEND_RESOURCE_apiGroup, 
INGRESSSPEC_DEFAULTBACKEND_service, INGRESSSPEC_DEFAULTBACKEND_service, -
INGRESSSPEC_DEFAULTBACKEND_SERVICE_name, INGRESSSPEC_DEFAULTBACKEND_SERVICE_name, 
INGRESSSPEC_DEFAULTBACKEND_port, INGRESSSPEC_DEFAULTBACKEND_port, 
INGRESSSPEC_DEFAULTBACKEND_SERVICE_PORT_name, INGRESSSPEC_DEFAULTBACKEND_SERVICE_PORT_name, 
INGRESSSPEC_DEFAULTBACKEND_SERVICE_PORT_number, INGRESSSPEC_DEFAULTBACKEND_SERVICE_PORT_number, 
INGRESSSPEC_rules, INGRESSSPEC_rules, -
INGRESSSPEC_RULES_host, INGRESSSPEC_RULES_host, 
INGRESSSPEC_RULES_http, INGRESSSPEC_RULES_http, -
INGRESSSPEC_RULES_HTTP_paths, INGRESSSPEC_RULES_HTTP_paths, -
HTTP_PATHS_backend, HTTP_PATHS_backend, -
INGRESSSPEC_RULES_HTTP_PATHS_resource, INGRESSSPEC_RULES_HTTP_PATHS_resource, -
INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_kind, INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_kind, 
INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_name, INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_name,
INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_apiGroup, INGRESSSPEC_RULES_HTTP_PATHS_RESOURCE_apiGroup, 
INGRESSSPEC_RULES_HTTP_PATHS_service, INGRESSSPEC_RULES_HTTP_PATHS_service, -
INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_name, INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_name, 
INGRESSSPEC_RULES_HTTP_PATHS_port, INGRESSSPEC_RULES_HTTP_PATHS_port, 
INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_PORT_name, INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_PORT_name,
INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_PORT_number, INGRESSSPEC_RULES_HTTP_PATHS_SERVICE_PORT_number,  
HTTP_PATHS_path, HTTP_PATHS_path, 
HTTP_PATHS_pathType, HTTP_PATHS_pathType, -
HTTP_PATHS_PATHTYPE_Exact, HTTP_PATHS_PATHTYPE_Exact, Exact
HTTP_PATHS_PATHTYPE_Prefix, HTTP_PATHS_PATHTYPE_Prefix, Prefix
HTTP_PATHS_PATHTYPE_ImplementationSpecific, HTTP_PATHS_PATHTYPE_ImplementationSpecific, ImplementationSpecific
INGRESSSPEC_ingressClassName, INGRESSSPEC_ingressClassName, 
INGRESSSPEC_tls, INGRESSSPEC_tls, -
INGRESSSPEC_TLS_hosts, INGRESSSPEC_TLS_hosts, -
INGRESSSPEC_TLS_HOSTS_host, INGRESSSPEC_TLS_HOSTS_host, 
INGRESSSPEC_TLS_secretName, INGRESSSPEC_TLS_secretName,
PersistentVolumeClaimSpec, PersistentVolumeClaimSpec,
PRESISTENTVOLUMECLAIMSPEC_accessModes, PRESISTENTVOLUMECLAIMSPEC_accessModes, 
PRESISTENTVOLUMECLAIMSPEC_ACCESSMODES_accessMode, PRESISTENTVOLUMECLAIMSPEC_ACCESSMODES_accessMode, 
PRESISTENTVOLUMECLAIMSPEC_resources, PRESISTENTVOLUMECLAIMSPEC_resources, 
PRESISTENTVOLUMECLAIMSPEC_RESOURCES_limits, PRESISTENTVOLUMECLAIMSPEC_RESOURCES_limits, 
PRESISTENTVOLUMECLAIMSPEC_RESOURCES_LIMITS_storage, PRESISTENTVOLUMECLAIMSPEC_RESOURCES_LIMITS_storage, 
PRESISTENTVOLUMECLAIMSPEC_RESOURCES_requests, PRESISTENTVOLUMECLAIMSPEC_RESOURCES_requests, 
PRESISTENTVOLUMECLAIMSPEC_RESOURCES_REQUESTS_storage, PRESISTENTVOLUMECLAIMSPEC_RESOURCES_REQUESTS_storage,  
PRESISTENTVOLUMECLAIMSPEC_dataSource, PRESISTENTVOLUMECLAIMSPEC_dataSource, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_name, PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_name, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_kind, PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_kind, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_apigroup, PRESISTENTVOLUMECLAIMSPEC_DATASOURCE_apigroup, 
PRESISTENTVOLUMECLAIMSPEC_dataSourceRef, PRESISTENTVOLUMECLAIMSPEC_dataSourceRef, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_name, PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_name, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_kind, PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_kind, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_apigroup, PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_apigroup, 
PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_namespace, PRESISTENTVOLUMECLAIMSPEC_DATASOURCEREF_namespace, 
PRESISTENTVOLUMECLAIMSPEC_selector, PRESISTENTVOLUMECLAIMSPEC_selector, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_matchLabels, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_matchLabels, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHLABELS_key, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHLABELS_key, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHLABELS_value, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHLABELS_value, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_matchExpressions, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_matchExpressions, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_key, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_key, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_values, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_values, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_value, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_value, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_operator, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_operator, 
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_in, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_in, In
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_notIn, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_notIn, NotIn
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_exist, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_exist, Exist
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_doesNotExist, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_doesNotExist, DoesNotExist
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_gt, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_gt, Gt
PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_lt, PRESISTENTVOLUMECLAIMSPEC_SELECTOR_MATCHEXPRESSIONS_OPERATOR_lt, Lt
PRESISTENTVOLUMECLAIMSPEC_storageClassName, PRESISTENTVOLUMECLAIMSPEC_storageClassName, 
PRESISTENTVOLUMECLAIMSPEC_volumeAttributesClassName, PRESISTENTVOLUMECLAIMSPEC_volumeAttributesClassName, 
PRESISTENTVOLUMECLAIMSPEC_volumeMode, PRESISTENTVOLUMECLAIMSPEC_volumeMode, 
PRESISTENTVOLUMECLAIMSPEC_volumeName, PRESISTENTVOLUMECLAIMSPEC_volumeName, 
PersistentVolumeSpec, PersistentVolumeSpec, -
PERSISTENTVOLUME_accessModes, PERSISTENTVOLUME_accessModes, -
PERSISTENTVOLUME_ACCESSMODES_accessMode, PERSISTENTVOLUME_ACCESSMODES_accessMode, 
PERSISTENTVOLUME_capacity, PERSISTENTVOLUME_capacity, -
PERSISTENTVOLUME_CAPACITY_storage, PERSISTENTVOLUME_CAPACITY_storage,
PERSISTENTVOLUME_persistentVolumeReclaimPolicy, PERSISTENTVOLUME_persistentVolumeReclaimPolicy, 
PERSISTENTVOLUME_RECLAIMPOLICY_Retain, PERSISTENTVOLUME_RECLAIMPOLICY_Retain, Retain
PERSISTENTVOLUME_RECLAIMPOLICY_Delete, PERSISTENTVOLUME_RECLAIMPOLICY_Delete, Delete
PERSISTENTVOLUME_RECLAIMPOLICY_Recycle, PERSISTENTVOLUME_RECLAIMPOLICY_Recycle, Recycle
PERSISTENTVOLUME_storageClassName, PERSISTENTVOLUME_storageClassName, 
PERSISTENTVOLUME_volumeMode, PERSISTENTVOLUME_volumeMode, 
PERSISTENTVOLUME_volumeAttributesClassName, PERSISTENTVOLUME_volumeAttributesClassName, 
PERSISTENTVOLUME_mountOptions, PERSISTENTVOLUME_mountOptions, 
PERSISTENTVOLUME_MOUNTOPTIONS_mountOption, PERSISTENTVOLUME_MOUNTOPTIONS_mountOption,  
PERSISTENTVOLUME_hostPath, PERSISTENTVOLUME_hostPath, -
PERSISTENTVOLUME_HOSTPATH_path, PERSISTENTVOLUME_HOSTPATH_path, 
PERSISTENTVOLUME_HOSTPATH_type, PERSISTENTVOLUME_HOSTPATH_type
PERSISTENTVOLUME_nfs, PERSISTENTVOLUME_nfs, -
PERSISTENTVOLUME_NFS_path, PERSISTENTVOLUME_NFS_path, 
PERSISTENTVOLUME_NFS_server, PERSISTENTVOLUME_NFS_server, 
PERSISTENTVOLUME_NFS_readOnly, PERSISTENTVOLUME_NFS_readOnly, 
PERSISTENTVOLUME_csi, PERSISTENTVOLUME_csi, -
PERSISTENTVOLUME_CSI_driver, PERSISTENTVOLUME_CSI_driver, 
PERSISTENTVOLUME_CSI_volumeAttributes, PERSISTENTVOLUME_CSI_volumeAttributes, 
PERSISTENTVOLUME_CSI_readOnly, PERSISTENTVOLUME_CSI_readOnly, -
PERSISTENTVOLUME_CSI_fsType, PERSISTENTVOLUME_CSI_fsType, 
PERSISTENTVOLUME_CSI_nodePublichSecretRef, PERSISTENTVOLUME_CSI_nodePublichSecretRef, -
PERSISTENTVOLUME_CSI_NODEPUBLISHSECRETREF_name, PERSISTENTVOLUME_CSI_NODEPUBLISHSECRETREF_name,   
PERSISTENTVOLUME_fc, PERSISTENTVOLUME_fc, -
PERSISTENTVOLUME_FC_fsType, PERSISTENTVOLUME_FC_fsType, 
PERSISTENTVOLUME_FC_readOnly, PERSISTENTVOLUME_FC_readOnly, 
PERSISTENTVOLUME_FC_lun, PERSISTENTVOLUME_FC_lun, 
PERSISTENTVOLUME_FC_targetWWNs, PERSISTENTVOLUME_FC_targetWWNs, 
PERSISTENTVOLUME_FC_TARGETWWNS_targetWWN, PERSISTENTVOLUME_FC_TARGETWWNS_targetWWN, 
PERSISTENTVOLUME_FC_wwids, PERSISTENTVOLUME_FC_wwids, 
PERSISTENTVOLUME_FC_WWIDS_wwid, PERSISTENTVOLUME_FC_WWIDS_wwid, 
PERSISTENTVOLUME_flocker, PERSISTENTVOLUME_flocker, -
PERSISTENTVOLUME_FLOCKER_datsetUUID, PERSISTENTVOLUME_FLOCKER_datsetUUID, 
PERSISTENTVOLUME_FLOCKER_datasetName, PERSISTENTVOLUME_FLOCKER_datasetName, 
PERSISTENTVOLUME_iscsi, PERSISTENTVOLUME_iscsi, -
PERSISTENTVOLUME_ISCSI_targetPortal, PERSISTENTVOLUME_ISCSI_targetPortal, 
PERSISTENTVOLUME_ISCSI_fsType, PERSISTENTVOLUME_ISCSI_fsType, 
PERSISTENTVOLUME_ISCSI_lun, PERSISTENTVOLUME_ISCSI_lun, 
PERSISTENTVOLUME_ISCSI_iqn, PERSISTENTVOLUME_ISCSI_iqn, 
PERSISTENTVOLUME_ISCSI_chapAuthDiscovery, PERSISTENTVOLUME_ISCSI_chapAuthDiscovery, -
PERSISTENTVOLUME_ISCSI_chapAuthSession, PERSISTENTVOLUME_ISCSI_chapAuthSession, -
PERSISTENTVOLUME_ISCSI_initiatorName, PERSISTENTVOLUME_ISCSI_initiatorName, 
PERSISTENTVOLUME_ISCSI_iscsiInterface, PERSISTENTVOLUME_ISCSI_iscsiInterface, 
PERSISTENTVOLUME_ISCSI_portals, PERSISTENTVOLUME_ISCSI_portals, 
PERSISTENTVOLUME_ISCSI_PORTALS_portal, PERSISTENTVOLUME_ISCSI_PORTALS_portal, 
PERSISTENTVOLUME_ISCSI_readOnly, PERSISTENTVOLUME_ISCSI_readOnly, -
PERSISTENTVOLUME_ISCSI_secretRef, PERSISTENTVOLUME_ISCSI_secretRef, -
PERSISTENTVOLUME_ISCSI_SECRETREF_name, PERSISTENTVOLUME_ISCSI_SECRETREF_name, 
PERSISTENTVOLUME_photonPersistentDisk, PERSISTENTVOLUME_photonPersistentDisk, -
PERSISTENTVOLUME_PHOTONPERSISTENTDISK_pdID, PERSISTENTVOLUME_PHOTONPERSISTENTDISK_pdID, 
PERSISTENTVOLUME_PHOTONPERSISTENTDISK_fsType, PERSISTENTVOLUME_PHOTONPERSISTENTDISK_fsType,  
PERSISTENTVOLUME_quobyte, PERSISTENTVOLUME_quobyte, -
PERSISTENTVOLUME_QUOBYTE_volume, PERSISTENTVOLUME_QUOBYTE_volume, 
PERSISTENTVOLUME_QUOBYTE_group, PERSISTENTVOLUME_QUOBYTE_group, 
PERSISTENTVOLUME_QUOBYTE_readOnly, PERSISTENTVOLUME_QUOBYTE_readOnly, -
PERSISTENTVOLUME_QUOBYTE_registry, PERSISTENTVOLUME_QUOBYTE_registry, 
PERSISTENTVOLUME_QUOBYTE_tenant, PERSISTENTVOLUME_QUOBYTE_tenant,
PERSISTENTVOLUME_QUOBYTE_user, PERSISTENTVOLUME_QUOBYTE_user, 
PERSISTENTVOLUME_rbd, PERSISTENTVOLUME_rbd, -
PERSISTENTVOLUME_RBD_image, PERSISTENTVOLUME_RBD_image, 
PERSISTENTVOLUME_RBD_monitors, PERSISTENTVOLUME_RBD_monitors, -
PERSISTENTVOLUME_RBD_MONITORS_monitor, PERSISTENTVOLUME_RBD_MONITORS_monitor, 
PERSISTENTVOLUME_RBD_pool, PERSISTENTVOLUME_RBD_pool, 
PERSISTENTVOLUME_RBD_fsType, PERSISTENTVOLUME_RBD_fsType, 
PERSISTENTVOLUME_RBD_readOnly, PERSISTENTVOLUME_RBD_readOnly, -
PERSISTENTVOLUME_RBD_secretRef, PERSISTENTVOLUME_RBD_secretRef, -
PERSISTENTVOLUME_RBD_SECRETREF_name, PERSISTENTVOLUME_RBD_SECRETREF_name,
PERSISTENTVOLUME_RBD_keyring, PERSISTENTVOLUME_RBD_keyring,
PERSISTENTVOLUME_RBD_user, PERSISTENTVOLUME_RBD_user, 
PERSISTENTVOLUME_scaleIO, PERSISTENTVOLUME_scaleIO, -
PERSISTENTVOLUME_SCALEIO_gateway, PERSISTENTVOLUME_SCALEIO_gateway,
PERSISTENTVOLUME_SCALEIO_volumeName, PERSISTENTVOLUME_SCALEIO_volumeName, 
PERSISTENTVOLUME_SCALEIO_system, PERSISTENTVOLUME_SCALEIO_system, 
PERSISTENTVOLUME_SCALEIO_protectionDomain, PERSISTENTVOLUME_SCALEIO_protectionDomain, 
PERSISTENTVOLUME_SCALEIO_fsType, PERSISTENTVOLUME_SCALEIO_fsType, 
PERSISTENTVOLUME_SCALEIO_readOnly, PERSISTENTVOLUME_SCALEIO_readOnly, -
PERSISTENTVOLUME_SCALEIO_secretRef, PERSISTENTVOLUME_SCALEIO_secretRef, 
PERSISTENTVOLUME_SCALEIO_SECRETREF_name, PERSISTENTVOLUME_SCALEIO_SECRETREF_name, 
PERSISTENTVOLUME_SCALEIO_sslEnabled, PERSISTENTVOLUME_SCALEIO_sslEnabled, -
PERSISTENTVOLUME_SCALEIO_storageMode, PERSISTENTVOLUME_SCALEIO_storageMode, -
PERSISTENTVOLUME_SCALEIO_STORAGEMODE_thickProvisioned, PERSISTENTVOLUME_SCALEIO_STORAGEMODE_thickProvisioned, thickProvisioned
PERSISTENTVOLUME_SCALEIO_STORAGEMODE_thinProvisioned, PERSISTENTVOLUME_SCALEIO_STORAGEMODE_thinProvisioned, thinProvisioned
PERSISTENTVOLUME_storageos, PERSISTENTVOLUME_storageos, -
PERSISTENTVOLUME_STORAGEOS_volumeName, PERSISTENTVOLUME_STORAGEOS_volumeName, 
PERSISTENTVOLUME_STORAGEOS_fsType, PERSISTENTVOLUME_STORAGEOS_fsType, 
PERSISTENTVOLUME_STORAGEOS_readOnly, PERSISTENTVOLUME_STORAGEOS_readOnly, -
PERSISTENTVOLUME_STORAGEOS_secretRef, PERSISTENTVOLUME_STORAGEOS_secretRef, -
PERSISTENTVOLUME_STORAGEOS_SECRETREF_name, PERSISTENTVOLUME_STORAGEOS_SECRETREF_name,
PERSISTENTVOLUME_STORAGEOS_volumeNamespace, PERSISTENTVOLUME_STORAGEOS_volumeNamespace, 
PERSISTENTVOLUME_awsElasticBlockStore, PERSISTENTVOLUME_awsElasticBlockStore, 
PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_volumeID, PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_volumeID, 
PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_fsType, PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_fsType, 
PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_partition, PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_partition, 
PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_readOnly, PERSISTENTVOLUME_AWSELASTICBLOCKSTORE_readOnly, 
PERSISTENTVOLUME_azureDisk, PERSISTENTVOLUME_azureDisk, 
PERSISTENTVOLUME_AZUREDISTK_diskName, PERSISTENTVOLUME_AZUREDISTK_diskName
PERSISTENTVOLUME_AZUREDISTK_diskURI, PERSISTENTVOLUME_AZUREDISTK_diskURI, 
PERSISTENTVOLUME_AZUREDISTK_cachingMode, PERSISTENTVOLUME_AZUREDISTK_cachingMode, 
PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_none, PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_none, none
PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_readOnly, PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_readOnly, readOnly
PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_readWrite, PERSISTENTVOLUME_AZUREDISTK_CACHINGMODE_readWrite, readWrite
PERSISTENTVOLUME_AZUREDISTK_fsType, PERSISTENTVOLUME_AZUREDISTK_fsType, 
PERSISTENTVOLUME_AZUREDISTK_kind, PERSISTENTVOLUME_AZUREDISTK_kind, 
PERSISTENTVOLUME_AZUREDISTK_KIND_shared, PERSISTENTVOLUME_AZUREDISTK_KIND_shared, shared
PERSISTENTVOLUME_AZUREDISTK_KIND_dedicated, PERSISTENTVOLUME_AZUREDISTK_KIND_dedicated, dedicated 
PERSISTENTVOLUME_AZUREDISTK_KIND_managed, PERSISTENTVOLUME_AZUREDISTK_KIND_managed, managed
PERSISTENTVOLUME_AZUREDISTK_readOnly, PERSISTENTVOLUME_AZUREDISTK_readOnly, 
PERSISTENTVOLUME_azureFile, PERSISTENTVOLUME_azureFile, 
PERSISTENTVOLUME_AZUREFILE_secretName, PERSISTENTVOLUME_AZUREFILE_secretName, 
PERSISTENTVOLUME_AZUREFILE_shareName, PERSISTENTVOLUME_AZUREFILE_shareName, 
PERSISTENTVOLUME_AZUREFILE_secretNamespace, PERSISTENTVOLUME_AZUREFILE_secretNamespace, 
PERSISTENTVOLUME_AZUREFILE_readOnly, PERSISTENTVOLUME_AZUREFILE_readOnly, 
PERSISTENTVOLUME_cephfs, PERSISTENTVOLUME_cephfs, 
PERSISTENTVOLUME_CEFS_monitors, PERSISTENTVOLUME_CEFS_monitors, 
PERSISTENTVOLUME_CEFS_MONITORS_monitor, PERSISTENTVOLUME_CEFS_MONITORS_monitor, 
PERSISTENTVOLUME_CEFS_path, PERSISTENTVOLUME_CEFS_path, 
PERSISTENTVOLUME_CEFS_readOnly, PERSISTENTVOLUME_CEFS_readOnly, 
PERSISTENTVOLUME_CEFS_secretFile, PERSISTENTVOLUME_CEFS_secretFile, 
PERSISTENTVOLUME_CEFS_secretRef, PERSISTENTVOLUME_CEFS_secretRef, 
PERSISTENTVOLUME_CEFS_SECRETREF_name, PERSISTENTVOLUME_CEFS_SECRETREF_name, 
PERSISTENTVOLUME_CEFS_SECRETREF_namespace, PERSISTENTVOLUME_CEFS_SECRETREF_namespace, 
PERSISTENTVOLUME_CEFS_user, PERSISTENTVOLUME_CEFS_user, 
PERSISTENTVOLUME_cinder, PERSISTENTVOLUME_cinder, 
PERSISTENTVOLUME_CINDER_fsType, PERSISTENTVOLUME_CINDER_fsType, 
PERSISTENTVOLUME_CINDER_volumeID, PERSISTENTVOLUME_CINDER_volumeID, 
PERSISTENTVOLUME_CINDER_readOnly, PERSISTENTVOLUME_CINDER_readOnly, 
PERSISTENTVOLUME_CINDER_secretRef, PERSISTENTVOLUME_CINDER_secretRef, 
PERSISTENTVOLUME_CINDER_SECRETREF_name, PERSISTENTVOLUME_CINDER_SECRETREF_name, 
PERSISTENTVOLUME_CINDER_SECRETREF_namespace, PERSISTENTVOLUME_CINDER_SECRETREF_namespace, 
PERSISTENTVOLUME_claimRef, PERSISTENTVOLUME_claimRef, 
PERSISTENTVOLUME_CLAIMREF_name, PERSISTENTVOLUME_CLAIMREF_name, 
PERSISTENTVOLUME_CLAIMREF_namespace, PERSISTENTVOLUME_CLAIMREF_namespace, 
PERSISTENTVOLUME_CLAIMREF_apiVersion, PERSISTENTVOLUME_CLAIMREF_apiVersion, 
PERSISTENTVOLUME_CLAIMREF_kind, PERSISTENTVOLUME_CLAIMREF_kind, 
PERSISTENTVOLUME_CLAIMREF_fieldPath, PERSISTENTVOLUME_CLAIMREF_fieldPath, 
PERSISTENTVOLUME_CLAIMREF_resourceVersion, PERSISTENTVOLUME_CLAIMREF_resourceVersion, 
PERSISTENTVOLUME_CLAIMREF_uid, PERSISTENTVOLUME_CLAIMREF_uid, 
PERSISTENTVOLUME_flexVolume, PERSISTENTVOLUME_flexVolume, 
PERSISTENTVOLUME_FLEXVOLUME_driver, PERSISTENTVOLUME_FLEXVOLUME_driver, 
PERSISTENTVOLUME_FLEXVOLUME_fsType, PERSISTENTVOLUME_FLEXVOLUME_fsType, 
PERSISTENTVOLUME_FLEXVOLUME_options, PERSISTENTVOLUME_FLEXVOLUME_options, 
PERSISTENTVOLUME_FLEXVOLUME_OPTIONS_key, PERSISTENTVOLUME_FLEXVOLUME_OPTIONS_key, 
PERSISTENTVOLUME_FLEXVOLUME_OPTIONS_value, PERSISTENTVOLUME_FLEXVOLUME_OPTIONS_value, 
PERSISTENTVOLUME_FLEXVOLUME_readOnly, PERSISTENTVOLUME_FLEXVOLUME_readOnly, 
PERSISTENTVOLUME_FLEXVOLUME_secretRef, PERSISTENTVOLUME_FLEXVOLUME_secretRef, 
PERSISTENTVOLUME_FLEXVOLUME_name, PERSISTENTVOLUME_FLEXVOLUME_name, 
PERSISTENTVOLUME_FLEXVOLUME_namespace, PERSISTENTVOLUME_FLEXVOLUME_namespace, 
PERSISTENTVOLUME_gcePersistentDisk, PERSISTENTVOLUME_gcePersistentDisk, 
PERSISTENTVOLUME_GCEPERSISTENTDISK_fsType, PERSISTENTVOLUME_GCEPERSISTENTDISK_fsType, 
PERSISTENTVOLUME_GCEPERSISTENTDISK_pdName, PERSISTENTVOLUME_GCEPERSISTENTDISK_pdName, 
PERSISTENTVOLUME_GCEPERSISTENTDISK_partition, PERSISTENTVOLUME_GCEPERSISTENTDISK_partition, 
PERSISTENTVOLUME_GCEPERSISTENTDISK_readOnly, PERSISTENTVOLUME_GCEPERSISTENTDISK_readOnly,
PERSISTENTVOLUME_glusterfs, PERSISTENTVOLUME_glusterfs,  
PERSISTENTVOLUME_GLUSTERFS_endpoints, PERSISTENTVOLUME_GLUSTERFS_endpoints, 
PERSISTENTVOLUME_GLUSTERFS_path, PERSISTENTVOLUME_GLUSTERFS_path, 
PERSISTENTVOLUME_GLUSTERFS_endpointsNamespace, PERSISTENTVOLUME_GLUSTERFS_endpointsNamespace, 
PERSISTENTVOLUME_GLUSTERFS_readOnly, PERSISTENTVOLUME_GLUSTERFS_readOnly, 
PERSISTENTVOLUME_local, PERSISTENTVOLUME_local, 
PERSISTENTVOLUME_LOCAL_path, PERSISTENTVOLUME_LOCAL_path, 
PERSISTENTVOLUME_LOCAL_fsType, PERSISTENTVOLUME_LOCAL_fsType, 
PERSISTENTVOLUME_nodeAffinity, PERSISTENTVOLUME_nodeAffinity, 
PERSISTENTVOLUME_NODEAFFINITY_required, PERSISTENTVOLUME_NODEAFFINITY_required, 
PERSISTENTVOLUME_NODEAFFINITY_nodeSelectorTerms, PERSISTENTVOLUME_NODEAFFINITY_nodeSelectorTerms, 
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_matchExpressions, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_matchExpressions, 
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_key, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_key, 
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_operator, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_operator, 
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_In, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_In, In
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_NotIn, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_NotIn, NotIn
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_Exist, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_Exist, Exist 
PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_NotExist, PERSISTENTVOLUME_NODEAFFINITY_NODESELECTORTERMS_MATCHEXPRESSIONS_OPERATOR_NotExist, NotExist
